algo,seed,profits,served,satisfaction,degradation,energy_c,energy_d
eMPC_V2G,0,-2.7509236499868233,2,0.96025,0.00023353462000551525,88.71737441448546,63.58343549666372
eMPC_V2G,1,2.146168299036782,3,0.9204166666666668,0.000581130142494077,174.97274807162287,153.12905812567251
OCMF_V2G,0,0.0,2,0.6426539628024253,2.6680447710349424e-05,0.0,0.0
OCMF_V2G,1,0.0,3,0.7337137883039085,6.278854795264755e-05,0.0,0.0
